"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2022-04-28",3818,"Ballon_Fish",367,"DragonFLy Park","LOT3818 2022-04-28 DragonFLy Park","no"
"2021-10-01",4720,"Cat_Fish",430,"Quail Ridge Lake Access","LOT4720 2021-10-01 Quail Ridge Lake Access","no"
"2022-12-09",9589,"Item",771,"Tippecanoe Lake","LOT9589 2022-12-09 Tippecanoe Lake","yes"
"2021-10-03",9683,"Item",778,"Tippecanoe Lake","LOT9683 2021-10-03 Tippecanoe Lake","yes"
"2022-01-23",220,"Salmon",115,"Outshore Fishing Area","LOT220 2022-01-23 Outshore Fishing Area","no"
"2021-09-02",7582,"Lump Crab Meat",631,"Silver Lake Regional Park","LOT7582 2021-09-02 Silver Lake Regional Park","yes"
"2022-09-17",2382,"Tuna",267,"Scout high point fishing","LOT2382 2022-09-17 Scout high point fishing","no"
"2022-07-12",3525,"Angel_Fish",347,"Lake Birchwood","LOT3525 2022-07-12 Lake Birchwood","no"
"2023-03-06",6569,"Red_Snaper_Fish",560,"Horsepen Pond","LOT6569 2023-03-06 Horsepen Pond","no"
"2022-02-14",1596,"Lobster",212,"Camp Area Fishing","LOT1596 2022-02-14 Camp Area Fishing","no"
"2022-03-01",2894,"White_Fish",303,"Feild Point Fishing","LOT2894 2022-03-01 Feild Point Fishing","no"
"2022-10-08",8374,"Cocktail Claws Carb Meat",686,"Fishing Pier","LOT8374 2022-10-08 Fishing Pier","yes"
"2022-03-17",1627,"Lobster",214,"Camp Area Fishing","LOT1627 2022-03-17 Camp Area Fishing","no"
"2021-10-27",3609,"Angel_Fish",353,"Lake Birchwood","LOT3609 2021-10-27 Lake Birchwood","no"
"2021-09-09",8983,"COLOSSAL LUMP crab Meat",729,"Aldred Pond","LOT8983 2021-09-09 Aldred Pond","yes"
"2022-11-24",6708,"Red_Snaper_Fish",570,"Horsepen Pond","LOT6708 2022-11-24 Horsepen Pond","no"
"2022-09-23",8430,"Claws Crab Meat",690,"Fishing Pier","LOT8430 2022-09-23 Fishing Pier","yes"
"2022-08-02",9357,"COLOSSAL LUMP crab Meat",755,"Aldred Pond","LOT9357 2022-08-02 Aldred Pond","yes"
"2021-08-27",3638,"Angel_Fish",355,"Lake Birchwood","LOT3638 2021-08-27 Lake Birchwood","no"
"2022-10-17",1655,"Lobster",216,"Camp Area Fishing","LOT1655 2022-10-17 Camp Area Fishing","no"
"2022-02-16",4235,"Cat_Fish",396,"DragonFLy Park","LOT4235 2022-02-16 DragonFLy Park","no"
"2023-01-03",9643,"Item",775,"Tippecanoe Lake","LOT9643 2023-01-03 Tippecanoe Lake","yes"
"2021-09-26",7731,"Lump Crab Meat",641,"Silver Lake Regional Park","LOT7731 2021-09-26 Silver Lake Regional Park","yes"
"2021-12-31",5074,"File_Fish",455,"Beaverdam Creek","LOT5074 2021-12-31 Beaverdam Creek","no"
"2022-08-22",6274,"Gold Fish",539,"Horsepen Pond","LOT6274 2022-08-22 Horsepen Pond","no"
"2022-03-22",6619,"Red_Snaper_Fish",563,"Horsepen Pond","LOT6619 2022-03-22 Horsepen Pond","no"
"2021-09-05",1158,"Crab or Crab Meat",181,"Pond Area Fishing","LOT1158 2021-09-05 Pond Area Fishing","no"
"2021-09-08",5276,"Frog_fish",469,"Beaverdam Creek","LOT5276 2021-09-08 Beaverdam Creek","no"
"2022-12-22",9860,"Item",790,"Tippecanoe Lake","LOT9860 2022-12-22 Tippecanoe Lake","yes"
"2022-03-25",3420,"Angel_Fish",339,"Lake Birchwood","LOT3420 2022-03-25 Lake Birchwood","no"
"2022-10-11",3586,"Angel_Fish",351,"Lake Birchwood","LOT3586 2022-10-11 Lake Birchwood","no"
"2022-04-28",6933,"Jumbo Lump Crab MEat",585,"Windmill Pond","LOT6933 2022-04-28 Windmill Pond","no"
"2022-06-08",9247,"COLOSSAL LUMP crab Meat",747,"Aldred Pond","LOT9247 2022-06-08 Aldred Pond","yes"
"2023-03-26",6566,"Red_Snaper_Fish",560,"Horsepen Pond","LOT6566 2023-03-26 Horsepen Pond","no"
"2021-08-05",141,"Salmon",110,"Outshore Fishing Area","LOT141 2021-08-05 Outshore Fishing Area","no"
"2022-07-13",8304,"Cocktail Claws Carb Meat",681,"Fishing Pier","LOT8304 2022-07-13 Fishing Pier","yes"
"2022-12-06",8407,"Cocktail Claws Carb Meat",688,"Fishing Pier","LOT8407 2022-12-06 Fishing Pier","yes"
"2022-02-24",2059,"Lobster",244,"Scout high point fishing","LOT2059 2022-02-24 Scout high point fishing","no"
"2021-09-03",9222,"COLOSSAL LUMP crab Meat",746,"Aldred Pond","LOT9222 2021-09-03 Aldred Pond","yes"
"2021-07-20",3827,"Ballon_Fish",368,"DragonFLy Park","LOT3827 2021-07-20 DragonFLy Park","no"
"2022-02-23",8429,"Claws Crab Meat",690,"Fishing Pier","LOT8429 2022-02-23 Fishing Pier","yes"
"2023-01-18",2882,"White_Fish",302,"Feild Point Fishing","LOT2882 2023-01-18 Feild Point Fishing","no"
"2023-01-13",9357,"COLOSSAL LUMP crab Meat",755,"Aldred Pond","LOT9357 2023-01-13 Aldred Pond","yes"
"2022-12-19",3293,"Angel_Fish",330,"Lake Birchwood","LOT3293 2022-12-19 Lake Birchwood","no"
"2022-09-13",582,"Shrimp",141,"Outshore Fishing Area","LOT582 2022-09-13 Outshore Fishing Area","no"
"2022-12-31",7768,"Lump Crab Meat",644,"Silver Lake Regional Park","LOT7768 2022-12-31 Silver Lake Regional Park","yes"
"2022-02-02",9481,"Item",764,"Tippecanoe Lake","LOT9481 2022-02-02 Tippecanoe Lake","yes"
"2022-06-13",2404,"Tuna",268,"Scout high point fishing","LOT2404 2022-06-13 Scout high point fishing","no"
"2021-09-16",9255,"COLOSSAL LUMP crab Meat",748,"Aldred Pond","LOT9255 2021-09-16 Aldred Pond","yes"
"2023-01-22",8500,"Claws Crab Meat",695,"Fishing Pier","LOT8500 2023-01-22 Fishing Pier","yes"
"2022-12-01",2397,"Tuna",268,"Scout high point fishing","LOT2397 2022-12-01 Scout high point fishing","no"
"2022-03-31",3300,"Angel_Fish",331,"Lake Birchwood","LOT3300 2022-03-31 Lake Birchwood","no"
"2022-07-02",6994,"Jumbo Lump Crab MEat",590,"Windmill Pond","LOT6994 2022-07-02 Windmill Pond","no"
"2022-04-13",5763,"Frog_fish",503,"Bullfrog Fishing Hole","LOT5763 2022-04-13 Bullfrog Fishing Hole","no"
"2023-03-17",4254,"Cat_Fish",398,"DragonFLy Park","LOT4254 2023-03-17 DragonFLy Park","no"
"2022-03-29",7828,"Lump Crab Meat",648,"Silver Lake Regional Park","LOT7828 2022-03-29 Silver Lake Regional Park","yes"
"2022-09-18",4574,"Cat_Fish",420,"Quail Ridge Lake Access","LOT4574 2022-09-18 Quail Ridge Lake Access","no"
"2023-02-25",1623,"Lobster",214,"Camp Area Fishing","LOT1623 2023-02-25 Camp Area Fishing","no"
"2022-05-21",3879,"Ballon_Fish",372,"DragonFLy Park","LOT3879 2022-05-21 DragonFLy Park","no"
"2023-03-18",770,"Shrimp",154,"Pond Area Fishing","LOT770 2023-03-18 Pond Area Fishing","no"
"2022-03-02",2753,"White_Fish",293,"Feild Point Fishing","LOT2753 2022-03-02 Feild Point Fishing","no"
"2022-10-16",93,"Salmon",106,"Outshore Fishing Area","LOT93 2022-10-16 Outshore Fishing Area","no"
"2022-01-28",4517,"Cat_Fish",416,"Quail Ridge Lake Access","LOT4517 2022-01-28 Quail Ridge Lake Access","no"
"2022-04-09",5022,"File_Fish",451,"Beaverdam Creek","LOT5022 2022-04-09 Beaverdam Creek","no"
"2021-08-14",8671,"Claws Crab Meat",707,"Fishing Pier","LOT8671 2021-08-14 Fishing Pier","yes"
"2022-10-20",5888,"Gold Fish",512,"Bullfrog Fishing Hole","LOT5888 2022-10-20 Bullfrog Fishing Hole","no"
"2022-10-28",7125,"Jumbo Lump Crab MEat",599,"Windmill Pond","LOT7125 2022-10-28 Windmill Pond","yes"
"2023-03-01",5826,"Gold Fish",508,"Bullfrog Fishing Hole","LOT5826 2023-03-01 Bullfrog Fishing Hole","no"
"2023-01-28",9144,"COLOSSAL LUMP crab Meat",740,"Aldred Pond","LOT9144 2023-01-28 Aldred Pond","yes"
"2021-08-23",5519,"Frog_fish",486,"Beaverdam Creek","LOT5519 2021-08-23 Beaverdam Creek","no"
"2022-09-13",8757,"Claws Crab Meat",713,"Aldred Pond","LOT8757 2022-09-13 Aldred Pond","yes"
"2022-01-20",6520,"Red_Snaper_Fish",556,"Horsepen Pond","LOT6520 2022-01-20 Horsepen Pond","no"
"2023-02-01",5134,"File_Fish",459,"Beaverdam Creek","LOT5134 2023-02-01 Beaverdam Creek","no"
"2022-02-16",4128,"Ballon_Fish",389,"DragonFLy Park","LOT4128 2022-02-16 DragonFLy Park","no"
"2021-08-06",1758,"Lobster",223,"Camp Area Fishing","LOT1758 2021-08-06 Camp Area Fishing","no"
"2022-05-26",4018,"Ballon_Fish",381,"DragonFLy Park","LOT4018 2022-05-26 DragonFLy Park","no"
"2023-03-22",6506,"Red_Snaper_Fish",555,"Horsepen Pond","LOT6506 2023-03-22 Horsepen Pond","no"
"2023-01-12",6128,"Gold Fish",529,"Bullfrog Fishing Hole","LOT6128 2023-01-12 Bullfrog Fishing Hole","no"
"2021-07-24",9495,"Item",765,"Tippecanoe Lake","LOT9495 2021-07-24 Tippecanoe Lake","yes"
"2022-06-27",8236,"Cocktail Claws Carb Meat",677,"Fishing Pier","LOT8236 2022-06-27 Fishing Pier","yes"
"2022-02-10",3890,"Ballon_Fish",372,"DragonFLy Park","LOT3890 2022-02-10 DragonFLy Park","no"
"2021-12-10",7620,"Lump Crab Meat",633,"Silver Lake Regional Park","LOT7620 2021-12-10 Silver Lake Regional Park","yes"
"2022-05-27",2211,"Tuna",255,"Scout high point fishing","LOT2211 2022-05-27 Scout high point fishing","no"
"2021-12-18",6043,"Gold Fish",523,"Bullfrog Fishing Hole","LOT6043 2021-12-18 Bullfrog Fishing Hole","no"
"2021-07-25",4895,"File_Fish",443,"Quail Ridge Lake Access","LOT4895 2021-07-25 Quail Ridge Lake Access","no"
"2023-02-25",3817,"Ballon_Fish",367,"DragonFLy Park","LOT3817 2023-02-25 DragonFLy Park","no"
"2022-11-02",2148,"Tuna",250,"Scout high point fishing","LOT2148 2022-11-02 Scout high point fishing","no"
"2022-03-28",6916,"Jumbo Lump Crab MEat",584,"Windmill Pond","LOT6916 2022-03-28 Windmill Pond","no"
"2021-08-01",5272,"Frog_fish",469,"Beaverdam Creek","LOT5272 2021-08-01 Beaverdam Creek","no"
"2021-10-26",5240,"File_Fish",467,"Beaverdam Creek","LOT5240 2021-10-26 Beaverdam Creek","no"
"2023-01-13",627,"Shrimp",144,"Pond Area Fishing","LOT627 2023-01-13 Pond Area Fishing","no"
"2022-12-23",4512,"Cat_Fish",416,"Quail Ridge Lake Access","LOT4512 2022-12-23 Quail Ridge Lake Access","no"
"2022-12-07",1651,"Lobster",216,"Camp Area Fishing","LOT1651 2022-12-07 Camp Area Fishing","no"
"2021-11-02",2352,"Tuna",265,"Scout high point fishing","LOT2352 2021-11-02 Scout high point fishing","no"
"2021-08-03",951,"Shrimp",166,"Pond Area Fishing","LOT951 2021-08-03 Pond Area Fishing","no"
"2023-02-07",5580,"Frog_fish",491,"Beaverdam Creek","LOT5580 2023-02-07 Beaverdam Creek","no"
"2022-03-02",1481,"Crab or Crab Meat",204,"Camp Area Fishing","LOT1481 2022-03-02 Camp Area Fishing","no"
"2022-08-20",9444,"COLOSSAL LUMP crab Meat",761,"Tippecanoe Lake","LOT9444 2022-08-20 Tippecanoe Lake","yes"
"2022-09-21",113,"Salmon",108,"Outshore Fishing Area","LOT113 2022-09-21 Outshore Fishing Area","no"
"2022-05-25",5266,"Frog_fish",469,"Beaverdam Creek","LOT5266 2022-05-25 Beaverdam Creek","no"
"2023-02-20",7452,"Lump Crab Meat",622,"Windmill Pond","LOT7452 2023-02-20 Windmill Pond","yes"
"2022-07-16",5120,"File_Fish",458,"Beaverdam Creek","LOT5120 2022-07-16 Beaverdam Creek","no"
"2023-01-02",9172,"COLOSSAL LUMP crab Meat",742,"Aldred Pond","LOT9172 2023-01-02 Aldred Pond","yes"
"2022-11-10",5740,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5740 2022-11-10 Bullfrog Fishing Hole","no"
"2022-07-26",8269,"Cocktail Claws Carb Meat",679,"Fishing Pier","LOT8269 2022-07-26 Fishing Pier","yes"
"2021-08-18",8480,"Claws Crab Meat",694,"Fishing Pier","LOT8480 2021-08-18 Fishing Pier","yes"
"2022-01-22",6838,"Red_Snaper_Fish",579,"Horsepen Pond","LOT6838 2022-01-22 Horsepen Pond","no"
"2022-01-27",3308,"Angel_Fish",332,"Lake Birchwood","LOT3308 2022-01-27 Lake Birchwood","no"
"2022-10-31",4978,"File_Fish",448,"Quail Ridge Lake Access","LOT4978 2022-10-31 Quail Ridge Lake Access","no"
"2022-12-25",7284,"Jumbo Lump Crab MEat",610,"Windmill Pond","LOT7284 2022-12-25 Windmill Pond","yes"
"2023-02-06",3337,"Angel_Fish",334,"Lake Birchwood","LOT3337 2023-02-06 Lake Birchwood","no"
"2022-04-27",7672,"Lump Crab Meat",637,"Silver Lake Regional Park","LOT7672 2022-04-27 Silver Lake Regional Park","yes"
"2021-12-21",2220,"Tuna",255,"Scout high point fishing","LOT2220 2021-12-21 Scout high point fishing","no"
"2023-03-15",6755,"Red_Snaper_Fish",573,"Horsepen Pond","LOT6755 2023-03-15 Horsepen Pond","no"
"2023-03-22",1944,"Lobster",236,"Scout high point fishing","LOT1944 2023-03-22 Scout high point fishing","no"
"2022-04-19",5872,"Gold Fish",511,"Bullfrog Fishing Hole","LOT5872 2022-04-19 Bullfrog Fishing Hole","no"
"2022-01-16",6762,"Red_Snaper_Fish",573,"Horsepen Pond","LOT6762 2022-01-16 Horsepen Pond","no"
"2022-02-07",5464,"Frog_fish",482,"Beaverdam Creek","LOT5464 2022-02-07 Beaverdam Creek","no"
"2022-04-18",3692,"Ballon_Fish",358,"Lake Birchwood","LOT3692 2022-04-18 Lake Birchwood","no"
"2022-05-09",2549,"Tuna",278,"Feild Point Fishing","LOT2549 2022-05-09 Feild Point Fishing","no"
"2022-12-08",1457,"Crab or Crab Meat",202,"Camp Area Fishing","LOT1457 2022-12-08 Camp Area Fishing","no"
"2022-07-23",7763,"Lump Crab Meat",643,"Silver Lake Regional Park","LOT7763 2022-07-23 Silver Lake Regional Park","yes"
"2022-12-28",6745,"Red_Snaper_Fish",572,"Horsepen Pond","LOT6745 2022-12-28 Horsepen Pond","no"
"2022-02-23",7685,"Lump Crab Meat",638,"Silver Lake Regional Park","LOT7685 2022-02-23 Silver Lake Regional Park","yes"
"2021-10-14",1354,"Crab or Crab Meat",195,"Camp Area Fishing","LOT1354 2021-10-14 Camp Area Fishing","no"
"2022-06-10",639,"Shrimp",145,"Pond Area Fishing","LOT639 2022-06-10 Pond Area Fishing","no"
"2021-11-25",5639,"Frog_fish",495,"Bullfrog Fishing Hole","LOT5639 2021-11-25 Bullfrog Fishing Hole","no"
"2023-02-23",2704,"White_Fish",289,"Feild Point Fishing","LOT2704 2023-02-23 Feild Point Fishing","no"
"2022-01-21",154,"Salmon",111,"Outshore Fishing Area","LOT154 2022-01-21 Outshore Fishing Area","no"
"2022-04-17",6492,"Red_Snaper_Fish",554,"Horsepen Pond","LOT6492 2022-04-17 Horsepen Pond","no"
"2021-09-07",7206,"Jumbo Lump Crab MEat",604,"Windmill Pond","LOT7206 2021-09-07 Windmill Pond","yes"
"2021-11-26",5936,"Gold Fish",515,"Bullfrog Fishing Hole","LOT5936 2021-11-26 Bullfrog Fishing Hole","no"
"2022-08-31",9375,"COLOSSAL LUMP crab Meat",756,"Tippecanoe Lake","LOT9375 2022-08-31 Tippecanoe Lake","yes"
"2022-11-07",2412,"Tuna",269,"Scout high point fishing","LOT2412 2022-11-07 Scout high point fishing","no"
"2022-12-15",9363,"COLOSSAL LUMP crab Meat",755,"Aldred Pond","LOT9363 2022-12-15 Aldred Pond","yes"
"2022-05-20",8830,"Claws Crab Meat",718,"Aldred Pond","LOT8830 2022-05-20 Aldred Pond","yes"
"2022-07-14",9675,"Item",777,"Tippecanoe Lake","LOT9675 2022-07-14 Tippecanoe Lake","yes"
"2022-06-26",724,"Shrimp",151,"Pond Area Fishing","LOT724 2022-06-26 Pond Area Fishing","no"
"2022-09-10",6148,"Gold Fish",530,"Bullfrog Fishing Hole","LOT6148 2022-09-10 Bullfrog Fishing Hole","no"
"2021-07-22",5023,"File_Fish",452,"Beaverdam Creek","LOT5023 2021-07-22 Beaverdam Creek","no"
"2021-09-25",3597,"Angel_Fish",352,"Lake Birchwood","LOT3597 2021-09-25 Lake Birchwood","no"
"2022-10-28",5323,"Frog_fish",473,"Beaverdam Creek","LOT5323 2022-10-28 Beaverdam Creek","no"
"2022-08-18",7382,"Lump Crab Meat",617,"Windmill Pond","LOT7382 2022-08-18 Windmill Pond","yes"
"2022-09-10",5397,"Frog_fish",478,"Beaverdam Creek","LOT5397 2022-09-10 Beaverdam Creek","no"
"2023-01-23",1716,"Lobster",220,"Camp Area Fishing","LOT1716 2023-01-23 Camp Area Fishing","no"
"2021-10-14",3135,"White_Fish",319,"Lake Birchwood","LOT3135 2021-10-14 Lake Birchwood","no"
"2022-12-05",4195,"Ballon_Fish",394,"DragonFLy Park","LOT4195 2022-12-05 DragonFLy Park","no"
"2022-12-22",3589,"Angel_Fish",351,"Lake Birchwood","LOT3589 2022-12-22 Lake Birchwood","no"
"2021-11-28",9596,"Item",772,"Tippecanoe Lake","LOT9596 2021-11-28 Tippecanoe Lake","yes"
"2022-09-28",353,"Salmon",125,"Outshore Fishing Area","LOT353 2022-09-28 Outshore Fishing Area","no"
"2021-10-28",2239,"Tuna",257,"Scout high point fishing","LOT2239 2021-10-28 Scout high point fishing","no"
"2022-09-06",8073,"Cocktail Claws Carb Meat",665,"Silver Lake Regional Park","LOT8073 2022-09-06 Silver Lake Regional Park","yes"
"2022-02-15",1282,"Crab or Crab Meat",190,"Camp Area Fishing","LOT1282 2022-02-15 Camp Area Fishing","no"
"2023-03-28",8631,"Claws Crab Meat",704,"Fishing Pier","LOT8631 2023-03-28 Fishing Pier","yes"
"2022-07-05",2903,"White_Fish",303,"Feild Point Fishing","LOT2903 2022-07-05 Feild Point Fishing","no"
"2022-08-28",8900,"Claws Crab Meat",723,"Aldred Pond","LOT8900 2022-08-28 Aldred Pond","yes"
"2022-10-10",6151,"Gold Fish",531,"Bullfrog Fishing Hole","LOT6151 2022-10-10 Bullfrog Fishing Hole","no"
"2021-11-27",7296,"Jumbo Lump Crab MEat",611,"Windmill Pond","LOT7296 2021-11-27 Windmill Pond","yes"
"2022-02-01",9071,"COLOSSAL LUMP crab Meat",735,"Aldred Pond","LOT9071 2022-02-01 Aldred Pond","yes"
"2022-10-23",9444,"COLOSSAL LUMP crab Meat",761,"Tippecanoe Lake","LOT9444 2022-10-23 Tippecanoe Lake","yes"
"2021-08-10",9870,"Item",791,"Tippecanoe Lake","LOT9870 2021-08-10 Tippecanoe Lake","yes"
"2022-08-12",3800,"Ballon_Fish",366,"DragonFLy Park","LOT3800 2022-08-12 DragonFLy Park","no"
"2022-11-06",6069,"Gold Fish",525,"Bullfrog Fishing Hole","LOT6069 2022-11-06 Bullfrog Fishing Hole","no"
"2022-12-16",6107,"Gold Fish",527,"Bullfrog Fishing Hole","LOT6107 2022-12-16 Bullfrog Fishing Hole","no"
"2021-10-29",6919,"Jumbo Lump Crab MEat",584,"Windmill Pond","LOT6919 2021-10-29 Windmill Pond","no"
"2022-09-16",6161,"Gold Fish",531,"Bullfrog Fishing Hole","LOT6161 2022-09-16 Bullfrog Fishing Hole","no"
"2023-02-08",283,"Salmon",120,"Outshore Fishing Area","LOT283 2023-02-08 Outshore Fishing Area","no"
"2022-01-23",1821,"Lobster",227,"Camp Area Fishing","LOT1821 2022-01-23 Camp Area Fishing","no"
"2021-10-18",1693,"Lobster",218,"Camp Area Fishing","LOT1693 2021-10-18 Camp Area Fishing","no"
"2022-01-08",7921,"Cocktail Claws Carb Meat",654,"Silver Lake Regional Park","LOT7921 2022-01-08 Silver Lake Regional Park","yes"
"2021-12-28",7695,"Lump Crab Meat",639,"Silver Lake Regional Park","LOT7695 2021-12-28 Silver Lake Regional Park","yes"
"2022-05-02",2416,"Tuna",269,"Scout high point fishing","LOT2416 2022-05-02 Scout high point fishing","no"
"2021-11-08",7543,"Lump Crab Meat",628,"Silver Lake Regional Park","LOT7543 2021-11-08 Silver Lake Regional Park","yes"
"2022-08-18",8269,"Cocktail Claws Carb Meat",679,"Fishing Pier","LOT8269 2022-08-18 Fishing Pier","yes"
"2022-06-07",2034,"Lobster",242,"Scout high point fishing","LOT2034 2022-06-07 Scout high point fishing","no"
"2022-04-05",8418,"Cocktail Claws Carb Meat",689,"Fishing Pier","LOT8418 2022-04-05 Fishing Pier","yes"
"2022-11-01",8301,"Cocktail Claws Carb Meat",681,"Fishing Pier","LOT8301 2022-11-01 Fishing Pier","yes"
"2022-06-25",7440,"Lump Crab Meat",621,"Windmill Pond","LOT7440 2022-06-25 Windmill Pond","yes"
"2021-11-19",7575,"Lump Crab Meat",630,"Silver Lake Regional Park","LOT7575 2021-11-19 Silver Lake Regional Park","yes"
"2022-11-08",8724,"Claws Crab Meat",711,"Fishing Pier","LOT8724 2022-11-08 Fishing Pier","yes"
"2022-10-20",4761,"File_Fish",433,"Quail Ridge Lake Access","LOT4761 2022-10-20 Quail Ridge Lake Access","no"
"2022-12-03",200,"Salmon",114,"Outshore Fishing Area","LOT200 2022-12-03 Outshore Fishing Area","no"
"2022-12-12",4797,"File_Fish",436,"Quail Ridge Lake Access","LOT4797 2022-12-12 Quail Ridge Lake Access","no"
"2021-11-30",6697,"Red_Snaper_Fish",569,"Horsepen Pond","LOT6697 2021-11-30 Horsepen Pond","no"
"2021-11-14",9462,"COLOSSAL LUMP crab Meat",762,"Tippecanoe Lake","LOT9462 2021-11-14 Tippecanoe Lake","yes"
"2022-04-22",8314,"Cocktail Claws Carb Meat",682,"Fishing Pier","LOT8314 2022-04-22 Fishing Pier","yes"
"2022-07-29",7984,"Cocktail Claws Carb Meat",659,"Silver Lake Regional Park","LOT7984 2022-07-29 Silver Lake Regional Park","yes"
"2022-10-27",3745,"Ballon_Fish",362,"Lake Birchwood","LOT3745 2022-10-27 Lake Birchwood","no"
"2023-01-18",6631,"Red_Snaper_Fish",564,"Horsepen Pond","LOT6631 2023-01-18 Horsepen Pond","no"
"2022-04-11",6267,"Gold Fish",539,"Horsepen Pond","LOT6267 2022-04-11 Horsepen Pond","no"
"2021-11-30",2682,"White_Fish",288,"Feild Point Fishing","LOT2682 2021-11-30 Feild Point Fishing","no"
"2021-10-09",166,"Salmon",112,"Outshore Fishing Area","LOT166 2021-10-09 Outshore Fishing Area","no"
"2022-02-20",637,"Shrimp",145,"Pond Area Fishing","LOT637 2022-02-20 Pond Area Fishing","no"
"2022-11-11",3150,"White_Fish",320,"Lake Birchwood","LOT3150 2022-11-11 Lake Birchwood","no"
"2021-12-07",7452,"Lump Crab Meat",622,"Windmill Pond","LOT7452 2021-12-07 Windmill Pond","yes"
"2022-05-05",8173,"Cocktail Claws Carb Meat",672,"Fishing Pier","LOT8173 2022-05-05 Fishing Pier","yes"
"2022-04-18",5476,"Frog_fish",483,"Beaverdam Creek","LOT5476 2022-04-18 Beaverdam Creek","no"
"2022-12-04",7676,"Lump Crab Meat",637,"Silver Lake Regional Park","LOT7676 2022-12-04 Silver Lake Regional Park","yes"
"2022-12-05",8769,"Claws Crab Meat",714,"Aldred Pond","LOT8769 2022-12-05 Aldred Pond","yes"
"2022-07-21",7409,"Lump Crab Meat",619,"Windmill Pond","LOT7409 2022-07-21 Windmill Pond","yes"
"2022-05-28",9907,"Item",793,"Tippecanoe Lake","LOT9907 2022-05-28 Tippecanoe Lake","yes"
"2022-09-22",2547,"Tuna",278,"Feild Point Fishing","LOT2547 2022-09-22 Feild Point Fishing","no"
"2022-01-18",96,"Salmon",107,"Outshore Fishing Area","LOT96 2022-01-18 Outshore Fishing Area","no"
"2021-12-05",8918,"Claws Crab Meat",724,"Aldred Pond","LOT8918 2021-12-05 Aldred Pond","yes"
"2022-06-26",7639,"Lump Crab Meat",635,"Silver Lake Regional Park","LOT7639 2022-06-26 Silver Lake Regional Park","yes"
"2022-05-25",9032,"COLOSSAL LUMP crab Meat",732,"Aldred Pond","LOT9032 2022-05-25 Aldred Pond","yes"
"2022-02-05",6184,"Gold Fish",533,"Bullfrog Fishing Hole","LOT6184 2022-02-05 Bullfrog Fishing Hole","no"
"2022-12-27",9668,"Item",777,"Tippecanoe Lake","LOT9668 2022-12-27 Tippecanoe Lake","yes"
"2022-01-31",9717,"Item",780,"Tippecanoe Lake","LOT9717 2022-01-31 Tippecanoe Lake","yes"
"2023-02-10",2561,"Tuna",279,"Feild Point Fishing","LOT2561 2023-02-10 Feild Point Fishing","no"
"2022-01-21",1481,"Crab or Crab Meat",204,"Camp Area Fishing","LOT1481 2022-01-21 Camp Area Fishing","no"
