"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R4712",54,"LOT4712 2022-12-16_54","2023-01-09","2023-01-09","4712","2022-12-16","IP4712","Kidney-Bean Sprouts",511,584,20,117,"no"
"R4713",57,"LOT4713 2022-06-07_57","2022-06-23","2022-06-24","4713","2022-06-07","IP4713","Kidney-Bean Sprouts",528,615,21,124,"no"
"R4714",137,"LOT4714 2022-07-19_137","2022-08-06","2022-08-06","4714","2022-07-19","IP4714","Chickpeas Sprouts",997,1493,50,299,"yes"
"R4715",124,"LOT4715 2022-06-04_124","2022-06-21","2022-06-21","4715","2022-06-04","IP4715","Seasame Sprouts",917,1344,45,269,"no"
"R4716",50,"LOT4716 2022-01-20_50","2022-01-31","2022-01-31","4716","2022-01-20","IP4716","Wheatgrass Sprouts",486,537,19,108,"no"
"R4717",82,"LOT4717 2022-06-25_82","2022-07-13","2022-07-13","4717","2022-06-25","IP4717","Soybean Sprouts",673,887,30,178,"no"
"R4718",43,"LOT4718 2022-09-17_43","2022-10-07","2022-10-08","4718","2022-09-17","IP4718","Brocolli Sprouts",446,461,16,93,"no"
"R4719",113,"LOT4719 2021-10-29_113","2021-11-05","2021-11-06","4719","2021-10-29","IP4719","Pea Sprouts",852,1224,41,245,"no"
"R4720",124,"LOT4720 2021-11-28_124","2021-12-07","2021-12-07","4720","2021-11-28","IP4720","Seasame Sprouts",920,1351,45,270,"yes"
"R4721",27,"LOT4721 2022-08-18_27","2022-09-07","2022-09-07","4721","2022-08-18","IP4721","Radish Srpouts",354,290,10,59,"no"
"R4722",24,"LOT4722 2021-08-26_24","2021-08-31","2021-08-31","4722","2021-08-26","IP4722","Red Clover Sprouts",337,257,9,52,"no"
"R4723",8,"LOT4723 2022-07-25_8","2022-08-12","2022-08-13","4723","2022-07-25","IP4723","Alfalfa Sprouts",238,73,3,15,"no"
"R4724",10,"LOT4724 2022-01-11_10","2022-01-22","2022-01-22","4724","2022-01-11","IP4724","Mung Bean Sprouts",250,96,4,20,"no"
"R4725",19,"LOT4725 2022-09-19_19","2022-10-10","2022-10-10","4725","2022-09-19","IP4725","Red Clover Sprouts",303,193,7,39,"no"
"R4726",26,"LOT4726 2021-08-11_26","2021-08-15","2021-08-16","4726","2021-08-11","IP4726","Red Clover Sprouts",345,273,10,55,"no"
"R4727",43,"LOT4727 2023-02-11_43","2023-03-10","2023-03-10","4727","2023-02-11","IP4727","Brocolli Sprouts",443,456,16,92,"no"
"R4728",64,"LOT4728 2021-11-28_64","2021-12-06","2021-12-07","4728","2021-11-28","IP4728","Pumpkin Seed Sprouts",568,690,24,138,"no"
"R4729",87,"LOT4729 2022-08-09_87","2022-08-27","2022-08-28","4729","2022-08-09","IP4729","Green Lentil Sprouts",703,944,32,189,"no"
"R4730",5,"LOT4730 2021-08-30_5","2021-09-04","2021-09-05","4730","2021-08-30","IP4730","Alfalfa Sprouts",224,45,2,10,"no"
"R4731",11,"LOT4731 2022-11-07_11","2022-11-29","2022-11-30","4731","2022-11-07","IP4731","Mung Bean Sprouts",259,112,5,23,"no"
"R4732",50,"LOT4732 2022-11-13_50","2022-12-06","2022-12-06","4732","2022-11-13","IP4732","Wheatgrass Sprouts",487,538,19,108,"no"
"R4733",15,"LOT4733 2022-04-15_15","2022-04-30","2022-04-30","4733","2022-04-15","IP4733","Mung Bean Sprouts",282,155,6,32,"no"
"R4734",118,"LOT4734 2022-03-21_118","2022-04-03","2022-04-04","4734","2022-03-21","IP4734","Pea Sprouts",881,1278,43,256,"no"
"R4735",32,"LOT4735 2022-01-15_32","2022-01-26","2022-01-26","4735","2022-01-15","IP4735","Radish Srpouts",383,345,12,70,"no"
"R4736",4,"LOT4736 2022-05-18_4","2022-06-02","2022-06-03","4736","2022-05-18","IP4736","Alfalfa Sprouts",218,34,2,8,"no"
"R4737",19,"LOT4737 2022-10-04_19","2022-10-25","2022-10-25","4737","2022-10-04","IP4737","Red Clover Sprouts",303,193,7,39,"no"
"R4738",102,"LOT4738 2022-07-19_102","2022-08-06","2022-08-07","4738","2022-07-19","IP4738","Onion Sprouts",788,1103,37,221,"no"
"R4739",47,"LOT4739 2022-05-09_47","2022-05-25","2022-05-25","4739","2022-05-09","IP4739","Wheatgrass Sprouts",468,504,17,101,"no"
"R4740",134,"LOT4740 2022-05-12_134","2022-05-27","2022-05-28","4740","2022-05-12","IP4740","Chickpeas Sprouts",976,1455,49,291,"yes"
"R4741",29,"LOT4741 2022-03-17_29","2022-03-30","2022-03-31","4741","2022-03-17","IP4741","Radish Srpouts",363,306,11,62,"no"
"R4742",100,"LOT4742 2021-12-20_100","2021-12-29","2021-12-30","4742","2021-12-20","IP4742","Onion Sprouts",780,1087,37,218,"no"
"R4743",47,"LOT4743 2021-08-02_47","2021-08-06","2021-08-07","4743","2021-08-02","IP4743","Wheatgrass Sprouts",468,504,17,101,"no"
"R4744",91,"LOT4744 2022-11-04_91","2022-11-26","2022-11-26","4744","2022-11-04","IP4744","Green Lentil Sprouts",728,990,33,198,"no"
"R4745",34,"LOT4745 2022-09-30_34","2022-10-21","2022-10-21","4745","2022-09-30","IP4745","Radish Srpouts",394,364,13,73,"no"
"R4746",88,"LOT4746 2022-08-05_88","2022-08-24","2022-08-25","4746","2022-08-05","IP4746","Green Lentil Sprouts",706,949,32,190,"no"
"R4747",53,"LOT4747 2022-04-26_53","2022-05-10","2022-05-11","4747","2022-04-26","IP4747","Kidney-Bean Sprouts",505,573,20,115,"no"
"R4748",66,"LOT4748 2021-10-14_66","2021-10-21","2021-10-22","4748","2021-10-14","IP4748","Pumpkin Seed Sprouts",578,708,24,142,"no"
"R4749",132,"LOT4749 2022-11-20_132","2022-12-13","2022-12-13","4749","2022-11-20","IP4749","Chickpeas Sprouts",967,1438,48,288,"yes"
"R4750",134,"LOT4750 2021-10-16_134","2021-10-23","2021-10-24","4750","2021-10-16","IP4750","Chickpeas Sprouts",975,1452,48,291,"yes"
"R4751",4,"LOT4751 2022-01-27_4","2022-02-07","2022-02-08","4751","2022-01-27","IP4751","Alfalfa Sprouts",218,34,2,8,"no"
"R4752",105,"LOT4752 2021-09-17_105","2021-09-23","2021-09-24","4752","2021-09-17","IP4752","Sunflower Sprouts",807,1138,38,228,"no"
"R4753",34,"LOT4753 2022-09-04_34","2022-09-24","2022-09-24","4753","2022-09-04","IP4753","Radish Srpouts",390,358,13,72,"no"
"R4754",49,"LOT4754 2022-07-04_49","2022-07-22","2022-07-22","4754","2022-07-04","IP4754","Wheatgrass Sprouts",482,529,18,106,"no"
"R4755",91,"LOT4755 2023-02-09_91","2023-03-07","2023-03-07","4755","2023-02-09","IP4755","Green Lentil Sprouts",725,986,33,197,"no"
"R4756",23,"LOT4756 2022-02-17_23","2022-03-01","2022-03-02","4756","2022-02-17","IP4756","Red Clover Sprouts",328,240,9,49,"no"
"R4757",41,"LOT4757 2022-03-03_41","2022-03-16","2022-03-16","4757","2022-03-03","IP4757","Brocolli Sprouts",431,435,15,88,"no"
"R4758",116,"LOT4758 2022-09-24_116","2022-10-15","2022-10-15","4758","2022-09-24","IP4758","Pea Sprouts",870,1256,42,251,"no"
"R4759",23,"LOT4759 2022-03-18_23","2022-03-31","2022-03-31","4759","2022-03-18","IP4759","Red Clover Sprouts",330,245,9,50,"no"
"R4760",50,"LOT4760 2021-11-07_50","2021-11-15","2021-11-16","4760","2021-11-07","IP4760","Wheatgrass Sprouts",489,542,19,109,"no"
"R4761",124,"LOT4761 2021-09-24_124","2021-09-30","2021-10-01","4761","2021-09-24","IP4761","Seasame Sprouts",919,1348,45,270,"no"
"R4762",93,"LOT4762 2022-11-06_93","2022-11-29","2022-11-29","4762","2022-11-06","IP4762","Green Lentil Sprouts",737,1006,34,202,"no"
"R4763",116,"LOT4763 2022-09-09_116","2022-09-30","2022-09-30","4763","2022-09-09","IP4763","Pea Sprouts",874,1265,42,253,"no"
"R4764",129,"LOT4764 2022-07-24_129","2022-08-11","2022-08-11","4764","2022-07-24","IP4764","Seasame Sprouts",949,1404,47,281,"yes"
"R4765",51,"LOT4765 2021-09-12_51","2021-09-17","2021-09-18","4765","2021-09-12","IP4765","Wheatgrass Sprouts",491,546,19,110,"no"
"R4766",24,"LOT4766 2022-10-02_24","2022-10-23","2022-10-23","4766","2022-10-02","IP4766","Red Clover Sprouts",332,249,9,50,"no"
"R4767",59,"LOT4767 2022-02-19_59","2022-03-03","2022-03-04","4767","2022-02-19","IP4767","Kidney-Bean Sprouts",539,636,22,128,"no"
"R4768",133,"LOT4768 2022-12-13_133","2023-01-06","2023-01-06","4768","2022-12-13","IP4768","Chickpeas Sprouts",971,1447,48,289,"yes"
"R4769",107,"LOT4769 2021-10-10_107","2021-10-17","2021-10-18","4769","2021-10-10","IP4769","Sunflower Sprouts",818,1160,39,232,"no"
"R4770",71,"LOT4770 2022-01-06_71","2022-01-17","2022-01-18","4770","2022-01-06","IP4770","Mustard Sprouts",606,761,26,153,"no"
"R4771",87,"LOT4771 2022-08-11_87","2022-08-30","2022-08-30","4771","2022-08-11","IP4771","Green Lentil Sprouts",702,941,32,189,"no"
"R4772",92,"LOT4772 2022-03-22_92","2022-04-04","2022-04-05","4772","2022-03-22","IP4772","Green Lentil Sprouts",730,993,33,199,"no"
"R4773",17,"LOT4773 2021-09-20_17","2021-09-26","2021-09-27","4773","2021-09-20","IP4773","Mung Bean Sprouts",293,174,7,36,"no"
"R4774",73,"LOT4774 2021-09-23_73","2021-09-29","2021-09-30","4774","2021-09-23","IP4774","Mustard Sprouts",622,792,27,159,"no"
"R4775",136,"LOT4775 2022-12-02_136","2022-12-26","2022-12-26","4775","2022-12-02","IP4775","Chickpeas Sprouts",989,1479,49,296,"yes"
"R4776",48,"LOT4776 2022-03-25_48","2022-04-08","2022-04-08","4776","2022-03-25","IP4776","Wheatgrass Sprouts",474,514,18,103,"no"
"R4777",50,"LOT4777 2022-09-26_50","2022-10-17","2022-10-17","4777","2022-09-26","IP4777","Wheatgrass Sprouts",487,538,19,108,"no"
"R4778",96,"LOT4778 2022-04-25_96","2022-05-10","2022-05-10","4778","2022-04-25","IP4778","Onion Sprouts",755,1040,35,208,"no"
"R4779",128,"LOT4779 2022-06-03_128","2022-06-19","2022-06-20","4779","2022-06-03","IP4779","Seasame Sprouts",940,1387,46,277,"yes"
"R4780",91,"LOT4780 2023-02-28_91","2023-03-26","2023-03-27","4780","2023-02-28","IP4780","Green Lentil Sprouts",725,985,33,197,"no"
"R4781",3,"LOT4781 2021-08-22_3","2021-08-27","2021-08-28","4781","2021-08-22","IP4781","Alfalfa Sprouts",211,22,2,5,"no"
"R4782",115,"LOT4782 2022-07-05_115","2022-07-22","2022-07-23","4782","2022-07-05","IP4782","Pea Sprouts",864,1246,42,249,"no"
"R4783",116,"LOT4783 2022-11-17_116","2022-12-10","2022-12-10","4783","2022-11-17","IP4783","Pea Sprouts",873,1261,42,252,"no"
"R4784",29,"LOT4784 2022-02-27_29","2022-03-11","2022-03-12","4784","2022-02-27","IP4784","Radish Srpouts",365,310,11,63,"no"
"R4785",127,"LOT4785 2021-09-18_127","2021-09-24","2021-09-25","4785","2021-09-18","IP4785","Seasame Sprouts",938,1383,46,277,"yes"
"R4786",53,"LOT4786 2021-08-07_53","2021-08-12","2021-08-13","4786","2021-08-07","IP4786","Kidney-Bean Sprouts",506,575,20,115,"no"
"R4787",116,"LOT4787 2022-02-25_116","2022-03-10","2022-03-10","4787","2022-02-25","IP4787","Pea Sprouts",874,1264,42,253,"no"
"R4788",40,"LOT4788 2022-12-27_40","2023-01-20","2023-01-20","4788","2022-12-27","IP4788","Brocolli Sprouts",430,433,15,87,"no"
"R4789",129,"LOT4789 2022-12-22_129","2023-01-15","2023-01-15","4789","2022-12-22","IP4789","Seasame Sprouts",949,1404,47,281,"yes"
"R4790",46,"LOT4790 2022-11-29_46","2022-12-23","2022-12-23","4790","2022-11-29","IP4790","Wheatgrass Sprouts",463,495,17,99,"no"
"R4791",9,"LOT4791 2022-09-01_9","2022-09-21","2022-09-21","4791","2022-09-01","IP4791","Alfalfa Sprouts",246,88,4,18,"no"
"R4792",107,"LOT4792 2022-12-10_107","2023-01-03","2023-01-03","4792","2022-12-10","IP4792","Sunflower Sprouts",821,1165,39,233,"no"
"R4793",131,"LOT4793 2022-02-05_131","2022-02-17","2022-02-18","4793","2022-02-05","IP4793","Chickpeas Sprouts",958,1422,47,284,"yes"
"R4794",34,"LOT4794 2022-06-07_34","2022-06-24","2022-06-24","4794","2022-06-07","IP4794","Radish Srpouts",392,361,13,73,"no"
"R4795",128,"LOT4795 2021-09-30_128","2021-10-06","2021-10-07","4795","2021-09-30","IP4795","Seasame Sprouts",940,1388,46,278,"yes"
"R4796",117,"LOT4796 2022-12-31_117","2023-01-25","2023-01-25","4796","2022-12-31","IP4796","Pea Sprouts",880,1275,43,255,"no"
"R4797",34,"LOT4797 2022-11-12_34","2022-12-05","2022-12-05","4797","2022-11-12","IP4797","Radish Srpouts",392,360,13,73,"no"
"R4798",46,"LOT4798 2022-03-30_46","2022-04-13","2022-04-14","4798","2022-03-30","IP4798","Wheatgrass Sprouts",464,496,17,100,"no"
"R4799",97,"LOT4799 2022-06-25_97","2022-07-12","2022-07-12","4799","2022-06-25","IP4799","Onion Sprouts",759,1049,35,210,"no"
"R4800",80,"LOT4800 2022-04-11_80","2022-04-26","2022-04-26","4800","2022-04-11","IP4800","Soybean Sprouts",661,865,29,173,"no"
"R4801",59,"LOT4801 2023-02-19_59","2023-03-18","2023-03-18","4801","2023-02-19","IP4801","Kidney-Bean Sprouts",540,639,22,128,"no"
"R4802",108,"LOT4802 2022-03-29_108","2022-04-12","2022-04-12","4802","2022-03-29","IP4802","Sunflower Sprouts",826,1174,39,235,"no"
"R4803",64,"LOT4803 2022-09-05_64","2022-09-25","2022-09-25","4803","2022-09-05","IP4803","Pumpkin Seed Sprouts",566,687,23,138,"no"
"R4804",23,"LOT4804 2023-02-01_23","2023-02-27","2023-02-27","4804","2023-02-01","IP4804","Red Clover Sprouts",330,244,9,50,"no"
"R4805",54,"LOT4805 2022-05-17_54","2022-06-01","2022-06-02","4805","2022-05-17","IP4805","Kidney-Bean Sprouts",510,582,20,117,"no"
"R4806",12,"LOT4806 2023-02-20_12","2023-03-19","2023-03-19","4806","2023-02-20","IP4806","Mung Bean Sprouts",262,116,5,24,"no"
"R4807",39,"LOT4807 2022-03-04_39","2022-03-16","2022-03-17","4807","2022-03-04","IP4807","Brocolli Sprouts",420,414,14,83,"no"
"R4808",2,"LOT4808 2022-10-01_2","2022-10-22","2022-10-22","4808","2022-10-01","IP4808","Alfalfa Sprouts",207,15,1,4,"no"
"R4809",63,"LOT4809 2022-02-01_63","2022-02-12","2022-02-13","4809","2022-02-01","IP4809","Pumpkin Seed Sprouts",561,678,23,136,"no"
"R4810",70,"LOT4810 2022-04-08_70","2022-04-22","2022-04-23","4810","2022-04-08","IP4810","Mustard Sprouts",602,754,26,151,"no"
"R4811",120,"LOT4811 2021-08-31_120","2021-09-05","2021-09-06","4811","2021-08-31","IP4811","Pea Sprouts",894,1301,43,260,"no"
"R4812",82,"LOT4812 2022-10-05_82","2022-10-26","2022-10-26","4812","2022-10-05","IP4812","Soybean Sprouts",671,884,30,177,"no"
"R4813",99,"LOT4813 2022-10-13_99","2022-11-03","2022-11-03","4813","2022-10-13","IP4813","Onion Sprouts",770,1069,36,214,"no"
"R4814",81,"LOT4814 2023-02-04_81","2023-03-02","2023-03-02","4814","2023-02-04","IP4814","Soybean Sprouts",666,874,30,175,"no"
"R4815",126,"LOT4815 2023-01-05_126","2023-01-30","2023-01-30","4815","2023-01-05","IP4815","Seasame Sprouts",932,1372,46,274,"yes"
"R4816",77,"LOT4816 2021-09-08_77","2021-09-14","2021-09-15","4816","2021-09-08","IP4816","Mustard Sprouts",642,828,28,166,"no"
"R4817",121,"LOT4817 2022-08-31_121","2022-09-20","2022-09-20","4817","2022-08-31","IP4817","Seasame Sprouts",901,1314,44,263,"no"
"R4818",90,"LOT4818 2022-01-25_90","2022-02-05","2022-02-06","4818","2022-01-25","IP4818","Green Lentil Sprouts",722,978,33,196,"no"
"R4819",71,"LOT4819 2023-01-09_71","2023-02-03","2023-02-03","4819","2023-01-09","IP4819","Mustard Sprouts",611,771,26,155,"no"
"R4820",58,"LOT4820 2022-02-19_58","2022-03-03","2022-03-04","4820","2022-02-19","IP4820","Kidney-Bean Sprouts",530,620,21,124,"no"
"R4821",25,"LOT4821 2021-08-23_25","2021-08-28","2021-08-29","4821","2021-08-23","IP4821","Red Clover Sprouts",341,264,10,54,"no"
"R4822",56,"LOT4822 2022-05-22_56","2022-06-06","2022-06-07","4822","2022-05-22","IP4822","Kidney-Bean Sprouts",521,603,21,121,"no"
"R4823",90,"LOT4823 2023-02-23_90","2023-03-22","2023-03-22","4823","2023-02-23","IP4823","Green Lentil Sprouts",720,976,33,196,"no"
"R4824",85,"LOT4824 2022-12-21_85","2023-01-15","2023-01-15","4824","2022-12-21","IP4824","Soybean Sprouts",690,919,31,184,"no"
"R4825",131,"LOT4825 2021-08-11_131","2021-08-16","2021-08-16","4825","2021-08-11","IP4825","Chickpeas Sprouts",960,1424,48,285,"yes"
"R4826",114,"LOT4826 2022-06-21_114","2022-07-07","2022-07-08","4826","2022-06-21","IP4826","Pea Sprouts",859,1236,41,247,"no"
"R4827",54,"LOT4827 2022-02-14_54","2022-02-25","2022-02-26","4827","2022-02-14","IP4827","Kidney-Bean Sprouts",511,584,20,117,"no"
"R4828",105,"LOT4828 2021-12-18_105","2021-12-28","2021-12-28","4828","2021-12-18","IP4828","Sunflower Sprouts",810,1143,38,229,"no"
"R4829",31,"LOT4829 2022-05-22_31","2022-06-07","2022-06-08","4829","2022-05-22","IP4829","Radish Srpouts",377,332,12,67,"no"
"R4830",84,"LOT4830 2021-12-25_84","2022-01-04","2022-01-05","4830","2021-12-25","IP4830","Soybean Sprouts",683,907,31,182,"no"
"R4831",68,"LOT4831 2021-08-12_68","2021-08-17","2021-08-18","4831","2021-08-12","IP4831","Pumpkin Seed Sprouts",592,735,25,147,"no"
"R4832",53,"LOT4832 2023-01-31_53","2023-02-26","2023-02-26","4832","2023-01-31","IP4832","Kidney-Bean Sprouts",505,573,20,115,"no"
"R4833",30,"LOT4833 2022-10-17_30","2022-11-08","2022-11-08","4833","2022-10-17","IP4833","Radish Srpouts",372,323,12,65,"no"
"R4834",96,"LOT4834 2022-03-28_96","2022-04-10","2022-04-11","4834","2022-03-28","IP4834","Onion Sprouts",753,1038,35,208,"no"
"R4835",73,"LOT4835 2021-08-19_73","2021-08-23","2021-08-24","4835","2021-08-19","IP4835","Mustard Sprouts",622,791,27,159,"no"
"R4836",73,"LOT4836 2021-11-06_73","2021-11-14","2021-11-15","4836","2021-11-06","IP4836","Mustard Sprouts",619,786,27,158,"no"
"R4837",10,"LOT4837 2022-12-23_10","2023-01-16","2023-01-16","4837","2022-12-23","IP4837","Mung Bean Sprouts",250,95,4,20,"no"
"R4838",63,"LOT4838 2022-12-03_63","2022-12-26","2022-12-26","4838","2022-12-03","IP4838","Pumpkin Seed Sprouts",561,677,23,136,"no"
"R4839",24,"LOT4839 2022-11-19_24","2022-12-11","2022-12-12","4839","2022-11-19","IP4839","Red Clover Sprouts",332,248,9,50,"no"
"R4840",33,"LOT4840 2021-11-13_33","2021-11-21","2021-11-22","4840","2021-11-13","IP4840","Radish Srpouts",388,353,13,71,"no"
"R4841",14,"LOT4841 2021-08-20_14","2021-08-25","2021-08-26","4841","2021-08-20","IP4841","Mung Bean Sprouts",276,143,6,29,"no"
"R4842",77,"LOT4842 2023-01-15_77","2023-02-09","2023-02-09","4842","2023-01-15","IP4842","Mustard Sprouts",646,837,28,168,"no"
"R4843",21,"LOT4843 2022-03-03_21","2022-03-16","2022-03-17","4843","2022-03-03","IP4843","Red Clover Sprouts",318,223,8,45,"no"
"R4844",130,"LOT4844 2022-08-09_130","2022-08-28","2022-08-28","4844","2022-08-09","IP4844","Chickpeas Sprouts",955,1417,47,283,"yes"
"R4845",3,"LOT4845 2022-09-08_3","2022-09-28","2022-09-28","4845","2022-09-08","IP4845","Alfalfa Sprouts",209,18,2,4,"no"
"R4846",73,"LOT4846 2022-05-20_73","2022-06-05","2022-06-06","4846","2022-05-20","IP4846","Mustard Sprouts",621,790,27,158,"no"
"R4847",103,"LOT4847 2023-01-27_103","2023-02-22","2023-02-22","4847","2023-01-27","IP4847","Onion Sprouts",796,1118,38,224,"no"
"R4848",71,"LOT4848 2022-07-08_71","2022-07-26","2022-07-26","4848","2022-07-08","IP4848","Mustard Sprouts",610,768,26,154,"no"
"R4849",127,"LOT4849 2022-12-12_127","2023-01-05","2023-01-05","4849","2022-12-12","IP4849","Seasame Sprouts",934,1376,46,275,"yes"
"R4850",80,"LOT4850 2022-10-24_80","2022-11-15","2022-11-16","4850","2022-10-24","IP4850","Soybean Sprouts",659,861,29,173,"no"
"R4851",114,"LOT4851 2022-07-17_114","2022-08-04","2022-08-04","4851","2022-07-17","IP4851","Pea Sprouts",861,1240,42,248,"no"
"R4852",117,"LOT4852 2021-09-04_117","2021-09-09","2021-09-10","4852","2021-09-04","IP4852","Pea Sprouts",878,1272,43,255,"no"
"R4853",95,"LOT4853 2022-01-27_95","2022-02-07","2022-02-07","4853","2022-01-27","IP4853","Green Lentil Sprouts",747,1026,35,205,"no"
"R4854",46,"LOT4854 2022-02-01_46","2022-02-12","2022-02-13","4854","2022-02-01","IP4854","Wheatgrass Sprouts",465,497,17,100,"no"
"R4855",69,"LOT4855 2022-10-15_69","2022-11-05","2022-11-06","4855","2022-10-15","IP4855","Pumpkin Seed Sprouts",598,747,25,150,"no"
"R4856",101,"LOT4856 2022-12-05_101","2022-12-29","2022-12-29","4856","2022-12-05","IP4856","Onion Sprouts",783,1093,37,219,"no"
"R4857",47,"LOT4857 2023-01-14_47","2023-02-08","2023-02-08","4857","2023-01-14","IP4857","Wheatgrass Sprouts",467,501,17,101,"no"
"R4858",106,"LOT4858 2022-04-24_106","2022-05-09","2022-05-10","4858","2022-04-24","IP4858","Sunflower Sprouts",814,1151,39,230,"no"
"R4859",31,"LOT4859 2021-12-29_31","2022-01-07","2022-01-08","4859","2021-12-29","IP4859","Radish Srpouts",377,334,12,67,"no"
"R4860",94,"LOT4860 2023-02-17_94","2023-03-15","2023-03-15","4860","2023-02-17","IP4860","Green Lentil Sprouts",740,1014,34,203,"no"
"R4861",28,"LOT4861 2023-02-24_28","2023-03-22","2023-03-22","4861","2023-02-24","IP4861","Radish Srpouts",355,292,11,59,"no"
"R4862",81,"LOT4862 2022-04-18_81","2022-05-02","2022-05-03","4862","2022-04-18","IP4862","Soybean Sprouts",670,881,30,177,"no"
"R4863",94,"LOT4863 2022-01-21_94","2022-02-01","2022-02-02","4863","2022-01-21","IP4863","Green Lentil Sprouts",741,1015,34,203,"no"
"R4864",76,"LOT4864 2022-02-10_76","2022-02-22","2022-02-23","4864","2022-02-10","IP4864","Mustard Sprouts",637,820,28,164,"no"
"R4865",52,"LOT4865 2022-04-16_52","2022-04-30","2022-05-01","4865","2022-04-16","IP4865","Wheatgrass Sprouts",495,554,19,111,"no"
"R4866",36,"LOT4866 2022-05-05_36","2022-05-20","2022-05-21","4866","2022-05-05","IP4866","Brocolli Sprouts",404,383,13,77,"no"
"R4867",21,"LOT4867 2022-11-19_21","2022-12-12","2022-12-12","4867","2022-11-19","IP4867","Red Clover Sprouts",316,219,8,45,"no"
"R4868",107,"LOT4868 2022-07-15_107","2022-08-01","2022-08-02","4868","2022-07-15","IP4868","Sunflower Sprouts",821,1165,39,233,"no"
"R4869",93,"LOT4869 2022-12-08_93","2023-01-01","2023-01-01","4869","2022-12-08","IP4869","Green Lentil Sprouts",740,1012,34,203,"no"
"R4870",106,"LOT4870 2022-02-25_106","2022-03-09","2022-03-10","4870","2022-02-25","IP4870","Sunflower Sprouts",815,1153,39,231,"no"
"R4871",20,"LOT4871 2021-10-26_20","2021-11-02","2021-11-03","4871","2021-10-26","IP4871","Red Clover Sprouts",308,204,8,41,"no"
"R4872",10,"LOT4872 2022-06-05_10","2022-06-21","2022-06-21","4872","2022-06-05","IP4872","Mung Bean Sprouts",251,97,4,20,"no"
"R4873",78,"LOT4873 2021-12-04_78","2021-12-13","2021-12-13","4873","2021-12-04","IP4873","Soybean Sprouts",651,846,29,170,"no"
